UID,Category,ObsDate,Log,Male1ID,FemID,Bird2ID,DisplayShort,DisplayShort_AfterCop,DisplayCode,DisplayCode_AfterCop,Duration
1232,AUDI,2017-11-05,Bare,296,8300,NA,Neck;Neck;Bow;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;HafB;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck,NA,IIDIIIIIDDDDDDIIIIDDDDDDDIIIDDIIIIDDDIIIIIIIIIIDDDDDDDDDIIIIIIIDEBFFFFFIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII,NA,143.227
1238,AUDI,2017-11-05,FalseLog,980,289,NA,Neck;Taf;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Taf;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Neck;Neck;Neck;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Taf;Taf;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck,NA,IJJIIIIIIIIIIIIIIIIIIDDDIIIIDDDDDDDDIIIIIIIIIIIBFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFDDDDDIIDDDDDIIDDDIIIIDDIIDDDDDIIDDDDDDIIIDDBFFFFFFFFFIIIIIIIIIIIIIIIIIIIIIIIIIIIIJJJJJJJJIIIIIDDIIDDDIIIIDDDIIIDDBFFFFFFFFFFIIIIIIIIIIIIIIJIIIIJJIIIDDDDDDDDDDDDDDDIIDDDDDIIDDBFFFFFFFFFFIIIIIIIIIIIIIIJIIIIJIIIIJIIIJIIIIIJIIIIIIIJIIIIIIIIIDDDDDIIDDDDDDBFFFFFFFFFFFFFIIIIIIIIII,NA,576.911
1244,AUDI,2017-11-05,Luis,296,8400,NA,Taf;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;Bow;Bow;Neck;Neck;Neck,NA,JDDDDDDDDDDDDDBFFDDIII,NA,61.7
1248,SOLO,2017-11-06,Bare,296,NA,NA,SLAD;Zro;ALAD;Zro;SLAD;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro,NA,CABACDDDDBFFA,NA,92.242
1256,SOLO,2017-11-06,FalseLog,980,NA,NA,Zro;Taf;Taf;Taf;Taf;Zro;SLAD;Zro;Zro;Othr;HafB;SLAD;HdBw;Zro;Zro;ALAD;Zro;SLAD;Zro;Bow;Bow;Othr;ALAD;HdBw;Zro;Zro;Zro;Zro;Taf,NA,AJJJJACAALECFAABACADDLBFAAAAJ,NA,117.019
1268,SOLO,2017-11-06,Luis,296,NA,NA,Bow;HafB;ALAD;HdBw;Zro;SLAD;Zro;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Zro,NA,DEBFACADDDBFAAA,NA,115.80499999999999
1279,SOLO,2017-11-07,FalseLog,980,NA,NA,Zro;Bow;HafB;Bow;Bow;Bow;Zro;SLAD;HdBw;Zro;Zro;SLAD;HdBw;Zro;Zro;Othr;SLAD;HdBw;Zro;Zro;ALAD;Zro;Zro;Othr;Bow;ALAD;Zro;Zro;SLAD;Zro;ALAD;Zro,NA,ADEDDDACFAACFAALCFAABAALDBAACABA,NA,166.575
1294,SOLO,2017-11-07,Luis,296,NA,NA,ALAD;Zro;Zro;ALAD;HdBw;Zro;SLAD;Bow;Bow;Bow;ALAD;HdBw;Zro,NA,BAABFACDDDBFA,NA,114.774
1295,SOLO,2017-11-07,Luis,296,NA,NA,SLAD;Bow;Bow;SLAD;HdBw;Zro;Zro;Zro;Zro;SLAD;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;SLAD;Zro;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro;Zro;Zro;Zro,NA,CDDCFAAAACDDDDBFACADDDBFFAAAA,NA,182.06
1324,SOLO,2017-11-10,Bare,296,NA,NA,Othr;Zro;SLAD;SLAD;HdBw;Mix;Zro;Mix;Bow;Bow;SLAD;Zro;Bow;SLAD;Zro;Bow;Bow;ALAD;Zro;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;Neck;Zro;HafB;Zro;Zro,NA,LACCFKAKDDCADCADDBADDDDDDDBIAEAA,NA,132.339
1325,SOLO,2017-11-10,Bare,296,NA,NA,Bow;Bow;ALAD;HdBw;HdBw;Zro;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;SLAD;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw,NA,DDBFFADDDDDBFACDDBFFFF,NA,152.147
1329,SOLO,2017-11-10,Bare,113,NA,NA,Taf;Taf;Taf;Zro;Bow;ALAD;HdBw;Zro;Zro;Bow;ALAD;HdBw;Bow;Zro;Zro;Othr;ALAD;HdBw;Bow;Bow;Bow;Bow,NA,JJJADBFAADBFDAALBFDDDD,NA,124.519
1352,SOLO,2017-11-10,Luis,296,NA,NA,ALAD;HdBw;Zro;SLAD;Zro;ALAD;Zro;Bow;Neck;ALAD;HdBw;Zro,NA,BFACABADIBFA,NA,77.21300000000001
1353,SOLO,2017-11-10,Luis,296,NA,NA,ALAD;Zro;ALAD;HdBw;Zro;Neck;Mix;Mix;Mix;Bow;Bow;ALAD;HdBw;Zro;Zro,NA,BABFAIKKKDDBFAA,NA,80.95
1354,SOLO,2017-11-10,Luis,296,NA,NA,SLAD;Zro;Zro;ALAD;HdBw;Zro;SLAD;Zro;Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;ALAD;HdBw;Zro,NA,CAABFACADDDBFAABFA,NA,96.88499999999999
1358,SOLO,2017-11-10,Bare,296,NA,NA,ALAD;ALAD;Mix;Zro;SLAD;SLAD;Bow;Bow;Neck;ALAD;HdBw;Zro,NA,BBKACCDDIBFA,NA,79.66
1362-1,SOLO,2017-11-10,Creek,299,NA,NA,Taf;Taf;Taf;Zro;Bow;ALAD;HdBw;Zro;Zro;Bow;ALAD;HdBw;Bow;Zro;Zro;Othr;ALAD;HdBw;Bow;Bow;Bow;Bow,NA,JJJADBFAADBFDAALBFDDDD,NA,127.787
1363,SOLO,2017-11-11,Creek,113,NA,NA,Zro;SLAD;SLAD;HdBw;Zro;ALAD;HdBw;Zro;HafB;Bow;ALAD;Zro;HafB;Zro;Zro;ALAD;HdBw;HafB;HafB;Othr;ALAD;HdBw;Zro;HafB;Bow;ALAD;HdBw;Zro,NA,ACCFABFAEDBAEAABFEELBFAEDBFA,NA,169
1381,SOLO,2017-11-12,Bare,296,NA,NA,SLAD;Zro;Zro;Zro;SLAD;Zro;Bow;SLAD;SLAD;Zro;SLAD;Zro;Zro;Taf;Taf;ALAD;HdBw;Zro;Mix;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;Zro;Mix;HafB,NA,CAAACADCCACAAJJBFAKDDBFFFFAKE,NA,142.545
1385,SOLO,2017-11-12,Creek,299,NA,NA,ALAD;Bow;ALAD;HdBw;Zro;Zro;Zro;Zro;Zro,NA,BDBFAAAAA,NA,72.745
1386,SOLO,2017-11-12,Creek,299,NA,NA,SLAD;Zro;SLAD;Bow;Bow;ALAD;HdBw;Zro;Bow;ALAD;HdBw;Zro;Zro,NA,CACDDBFADBFAA,NA,105.925
1401,SOLO,2017-11-12,Luis,296,NA,NA,Othr;Zro;SLAD;Bow;Bow;Bow;ALAD;HdBw;HdBw;Zro;Zro;SLAD;Zro;ALAD;HdBw;Zro,NA,LACDDDBFFAACABFA,NA,117.49300000000001
1408,SOLO,2017-11-13,Creek,299,NA,NA,Taf;Taf;Taf;Taf;Taf;Taf;Swtc;Swtc;Swtc;Mix;Mix;Mix;Taf;Bow;ALAD;HdBw;Zro,NA,JJJJJJHHHKKKJDBFA,NA,106.513
1419,SOLO,2017-11-13,Luis,296,NA,NA,Bow;Bow;Bow;ALAD;HdBw;Zro;Zro;Swtc;Swtc;Swtc;Swtc;ALAD;HdBw;Zro;Swtc;Swtc;Swtc;Zro;Bow;ALAD;HdBw;Zro,NA,DDDBFAAHHHHBFAHHHADBFA,NA,81.96900000000001
1420,SOLO,2017-11-13,Luis,296,NA,NA,Zro;SLAD;Zro;ALAD;Zro;ALAD;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;Zro,NA,ACABABDDDDBFFFFA,NA,99.251
1425,SOLO,2017-11-13,Luis,296,NA,NA,Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;Zro;Bow;Bow;ALAD;HdBw;Zro,NA,DDDDDDBFADDBFA,NA,117.94900000000001
1432,SOLO,2017-11-14,Bare,296,NA,NA,SLAD;Bow;Bow;Bow;Bow;Bow;ALAD;Zro;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;Zro;Bow,NA,CDDDDDBADDDDDDDDDDDDBFFFFAD,NA,66.94400000000002
1433,SOLO,2017-11-14,Bare,296,NA,NA,SLAD;Bow;Bow;ALAD;HdBw;HdBw;Zro;SLAD;Bow;Bow;Bow;ALAD;Bow;Bow;Mix;Bow,NA,CDDBFFACDDDBDDKD,NA,80.236
1438,SOLO,2017-11-14,Creek,299,NA,NA,Taf;Taf;Taf;Taf;Taf;Taf;Mix;Zro;Mix;Mix;Mix;Mix;Mix;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Mix;Mix;Bow;Neck;Mix;Mix;Mix;Bow;Mix;Mix;Bow;ALAD;HdBw;Zro,NA,JJJJJJKAKKKKKDDDDDDDDDDDDKKDIKKKDKKDBFA,NA,94.786
1439,SOLO,2017-11-14,Creek,299,NA,NA,Zro;Bow;ALAD;HdBw;Zro;Zro;Zro;ALAD;HdBw;Zro;SLAD;Zro;ALAD;HdBw;Zro;Zro;Taf;Taf;Taf;Taf;SLAD;Zro;Zro;Taf;Taf;SLAD;Zro;ALAD;HdBw;Zro,NA,ADBFAAABFACABFAAJJJJCAAJJCABFA,NA,189.74399999999997
1440,AUDI,2017-11-14,Creek,299,8400,NA,Taf;Taf;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Taf;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Taf;Neck;Taf,NA,JJDDDDDDDBFFFFFFFFDDDDDDDDDDJIIJIIIIJIIIIJIIJIJ,NA,114.698
1452,SOLO,2017-11-14,Luis,296,NA,NA,Bow;Bow;ALAD;HdBw;Zro;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Bow;ALAD;HdBw;HdBw;HdBw;Swtc;Swtc;Swtc;Swtc;Swtc;Bow;ALAD;HdBw;Zro;Zro;Zro;Swtc;Swtc;ALAD;HdBw;Zro,NA,DDBFAHHHHHHIIIIIHHHDBFFFHHHHHDBFAAAHHBFA,NA,185.32700000000003
1455,COP,2017-11-15,Bare,296,936,NA,Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;HafB;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;HafB;ALAD;Cop,;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck,IIDDDDDDDEDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDEBN,DIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII,187.05800000000002
1479,AUDI,2017-11-15,Luis,296,8400,NA,Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Bow;Bow;Bow;ALAD;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Taf;Neck;Taf;Taf;Taf;Taf;Taf;Taf;Taf,NA,IDDDDDDDIDDDBFIIIIIIHHHHHHHHHJHHHHHHHHHHHHHJHHHHHHHHHJJIJJJJJJJ,NA,129.655
1480,AUDI,2017-11-15,Luis,296,8200,NA,Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Taf,NA,IIIIIIIIIIIDDDDDDDDDDDDDDBFFFFIIIIIJ,NA,91.235
1482,SOLO,2017-11-15,Luis,296,NA,NA,Swtc;Swtc;Bow;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Neck;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Swtc;Swtc;Taf;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Neck;Neck;Neck;Mix;Mix;Neck;Swtc;Swtc;Swtc;Swtc;Taf;Taf;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Bow;HafB;ALAD;HdBw;Mix;Neck;Neck;Neck;Neck;Mix;Mix;Mix;Mix;Mix;Mix;Swtc;Swtc;Swtc;Swtc;Swtc;Bow;Mix;Mix;Mix;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Mix;Mix;Taf;Taf;Bow;ALAD;HdBw;Zro;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Mix;Bow;ALAD;HdBw;Zro,NA,HHDKKKKKKKKIKKKKKKKKHHJHHIIIIIHHHHHIIIIIIIIHHHIIIKKIHHHHJJHHHHHHDEBFKIIIIKKKKKKHHHHHDKKKHHHHHHHHHHKKJJDBFAKKKKKKKKKKKKKKDBFA,NA,254.483
1486,AUDI,2017-11-17,Bare,296,981,NA,Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;HafB;ALAD;AttC;Bow;Bow;Bow;Bow;Bow;Bow;Bow,NA,IDDDDDDDDDDDDIIIIIIDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDEBMDDDDDDD,NA,216.76299999999998
1487,AUDI,2017-11-17,Bare,296,981,NA,Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Taf;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Swtc;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Swtc;Swtc;Swtc;Swtc;Bow;Bow;Bow;Bow;Bow;Bow;Bow;HafB;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Swtc;Neck;Neck;Neck;Neck;Neck;Swtc;Swtc;Swtc;Swtc;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck,NA,DDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDIIIIIIIDDBFFFFFFFFFFFFFFFFFIIHHHHHHHHHHHHHHHHIIIIIIIIHHHHIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIHHHHHHHHIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDHHHHHHHHJHHHHHHHHHHHHHHHHIDDDDDDHHHHHHHHDDDDDDDDHHHHDDDDDDDEBFFFFFIIIIIIIIHIIIIIHHHHIIIIIIIIIIIIIIIII,NA,480
1489,AUDI,2017-11-17,Bare,296,294,NA,Neck;Neck;Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;Bow;Bow;Bow;Neck;Neck;Neck;Neck;Neck,NA,IIIIIIIDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBFFFDDDIIIII,NA,112.44800000000001
1494,SOLO,2017-11-17,Creek,113,NA,NA,Zro;SLAD;HafB;Zro;ALAD;Zro;Bow;ALAD;Zro;SLAD;Zro;Othr;Othr;ALAD;HdBw;Zro,NA,ACEABADBACALLBFA,NA,78.474
1496,SOLO,2017-11-17,Creek,113,NA,NA,Swtc;Taf;Taf;Taf;Taf;Taf;Bow;ALAD;HdBw;Zro;Taf;Taf,NA,HJJJJJDBFAJJ,NA,143.5
1497,SOLO,2017-11-17,Creek,299,NA,NA,Zro;Zro;ALAD;HdBw;Zro;Zro;Zro;SLAD;ALAD;HdBw;Zro;SLAD;SLAD;SLAD;Zro;Bow;ALAD;HdBw;Zro;Zro;Zro,NA,AABFAAACBFACCCADBFAAA,NA,116.65499999999999
1507,AUDI,2017-11-17,Luis,296,294,NA,Neck;Neck;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck,NA,IIIIIDDDDDDDDBFFFFFFFFFFFFFFFFFDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDDBFFFFFFI,NA,148.12800000000001
1513,SOLO,2017-11-18,Bare,296,NA,NA,SLAD;Zro;ALAD;HdBw;HdBw;Zro;Zro;SLAD;Bow;ALAD;HdBw;HdBw;HdBw;Zro;HafB,NA,CABFFAACDBFFFAE,NA,75.453
1515,SOLO,2017-11-18,Bare,296,NA,NA,Zro;SLAD;Taf;Taf;Taf;SLAD;Taf;Zro;Taf;Taf;HafB;Bow;Bow;ALAD;HdBw;HdBw;HdBw;Bow,NA,ACJJJCJAJJEDDBFFFD,NA,125.93400000000001
1519,AUDI,2017-11-18,Creek,299,981,NA,Taf;Taf;Taf;Neck;Taf;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Neck;Neck;Neck;Taf;Neck;Neck;Neck;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;Bow;ALAD;HdBw;HdBw;Neck;Neck;Neck;Neck;Neck,NA,JJJIJDDDDDDDDDDDDDDDDDDBFFFFFFFIIIIIIIIJIIIIJIIIIIJIIIIIIIIIIIIJIIIIIIJIIIDDDDDDDDDDDDDDDDBFFIIIII,NA,204.874
1520,SOLO,2017-11-18,Creek,299,NA,NA,ALAD;Zro;Taf;Taf;ALAD;HdBw;Zro;HafB;Bow;Bow;ALAD;HdBw,NA,BAJJBFAEDDBF,NA,127.037
1531,SOLO,2017-11-18,Luis,296,NA,NA,Zro;Swtc;Zro;ALAD;HdBw;HafB;Bow;ALAD;Zro;ALAD;Bow;Bow;HafB;ALAD;HdBw;Zro,NA,AHABFEDBABDDEBFA,NA,121.508
