UID,ObsDate,Log,Observer,Time,Male1ID,FemID,Bird2ID,FemOnOff,FemUpDown,Behavior,MaleOtherBeh1
993,10/26/2017,FalseLog,NO,120.333,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,120.833,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,121.583,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,122.833,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,123.583,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,124.173,980,972,NA,Female On Log,FemUp,Female On Log,NA
993,10/26/2017,FalseLog,NO,124.674,980,972,NA,Female On Log,FemDown,Female Movement,NA
993,10/26/2017,FalseLog,NO,124.832,980,972,NA,Female On Log,FemDown,Male1 BowRight,NA
993,10/26/2017,FalseLog,NO,125.174,980,972,NA,Female On Log,FemDown,Female Tracking Male,NA
993,10/26/2017,FalseLog,NO,125.332,980,972,NA,Female On Log,FemDown,Male1 BowLeft,NA
993,10/26/2017,FalseLog,NO,126.082,980,972,NA,Female On Log,FemDown,Male1 BowRight,NA
993,10/26/2017,FalseLog,NO,126.424,980,972,NA,Female On Log,FemDown,Female Looking Away,NA
993,10/26/2017,FalseLog,NO,126.832,980,972,NA,Female On Log,FemDown,Male1 BowLeft,NA
993,10/26/2017,FalseLog,NO,127.173,980,972,NA,Female On Log,FemDown,Female Tracking Male,NA
993,10/26/2017,FalseLog,NO,127.334,980,972,NA,Female On Log,FemDown,Male1 BowRight,NA
993,10/26/2017,FalseLog,NO,128.332,980,972,NA,Female On Log,FemDown,Male1 BowLeft,NA
993,10/26/2017,FalseLog,NO,128.674,980,972,NA,Female On Log,FemDown,Female Looking Away,NA
993,10/26/2017,FalseLog,NO,129.675,980,972,NA,Female On Log,NA,Female Tracking Male,NA
993,10/26/2017,FalseLog,NO,134.423,980,972,NA,Female On Log,NA,Male1 ALAD,NA
993,10/26/2017,FalseLog,NO,136.174,980,972,NA,Female On Log,FemUp,Female ResponseToALAD,NA
993,10/26/2017,FalseLog,NO,136.673,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,137.423,980,972,NA,Female On Log,FemUp,Female Looking Away,NA
993,10/26/2017,FalseLog,NO,139.172,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,139.423,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,139.922,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,140.172,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,140.672,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,141.172,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,141.173,980,972,NA,Female Off Log,NA,Female Off Log,NA
993,10/26/2017,FalseLog,NO,141.673,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,142.423,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,143.173,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,144.173,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,144.922,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,145.672,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,147.673,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,148.672,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,149.673,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,150.922,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,153.673,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,154.673,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,155.423,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,156.422,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,158.173,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,160.673,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,162.672,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,165.923,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,167.673,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,170.673,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,172.422,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,174.172,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,176.172,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,178.923,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,180.423,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,182.423,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,184.422,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,185.923,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,186.677,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,189.673,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,191.923,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,193.173,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,195.422,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,198.173,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,198.747,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,199.247,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,200.247,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,201.247,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,202.246,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,202.997,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,204.747,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,206.747,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,210.248,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,211.009,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,212.509,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,213.259,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,213.759,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,214.509,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,216.008,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,217.758,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,219.259,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,221.268,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,223.02,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,225.019,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,226.024,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,226.774,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,227.524,980,972,NA,Female Off Log,NA,Male1 Switch,NA
993,10/26/2017,FalseLog,NO,227.774,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,230.523,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,232.774,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,234.022,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,236.523,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,238.774,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,242.274,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,244.273,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,246.024,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,249.024,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,250.524,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,251.523,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,252.274,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,253.024,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,254.022,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,254.775,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,255.274,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,256.524,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,257.273,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,258.024,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,258.774,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,260.273,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,260.774,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,261.524,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,262.774,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,263.524,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,264.523,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,265.524,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,266.024,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,267.273,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,268.024,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,269.023,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,269.524,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,270.524,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,271.777,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,272.774,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,273.274,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,274.524,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,275.274,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,275.825,980,972,NA,Female On Log,FemDown,Female On Log,NA
993,10/26/2017,FalseLog,NO,276.324,980,972,NA,Female On Log,FemDown,Female Tracking Male,NA
993,10/26/2017,FalseLog,NO,276.524,980,972,NA,Female On Log,FemDown,Male1 BowLeft,NA
993,10/26/2017,FalseLog,NO,277.274,980,972,NA,Female On Log,FemDown,Male1 BowRight,NA
993,10/26/2017,FalseLog,NO,277.825,980,972,NA,Female On Log,FemDown,Female Looking Away,NA
993,10/26/2017,FalseLog,NO,278.273,980,972,NA,Female On Log,FemDown,Male1 BowLeft,NA
993,10/26/2017,FalseLog,NO,278.774,980,972,NA,Female On Log,FemDown,Male1 BowRight,NA
993,10/26/2017,FalseLog,NO,278.825,980,972,NA,Female On Log,FemDown,Female Movement,NA
993,10/26/2017,FalseLog,NO,279.575,980,972,NA,Female Off Log,NA,Female Off Log,NA
993,10/26/2017,FalseLog,NO,280.273,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,281.275,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,281.774,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,282.774,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,283.773,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,284.523,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,285.275,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,286.273,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,286.775,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,288.024,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,288.772,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,289.087,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,289.327,980,972,NA,Female On Log,FemUp,Female On Log,NA
993,10/26/2017,FalseLog,NO,289.578,980,972,NA,Female On Log,FemUp,Female Looking Away,NA
993,10/26/2017,FalseLog,NO,289.587,980,972,NA,Female On Log,FemUp,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,290.088,980,972,NA,Female On Log,FemUp,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,290.828,980,972,NA,Female On Log,FemUp,Female Tracking Male,NA
993,10/26/2017,FalseLog,NO,290.839,980,972,NA,Female On Log,FemUp,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,291.578,980,972,NA,Female On Log,FemUp,Female Movement,NA
993,10/26/2017,FalseLog,NO,291.588,980,972,NA,Female On Log,FemUp,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,292.089,980,972,NA,Female On Log,FemUp,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,292.828,980,972,NA,Female On Log,FemUp,Female Looking Away,NA
993,10/26/2017,FalseLog,NO,293.338,980,972,NA,Female On Log,FemUp,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,293.578,980,972,NA,Female On Log,FemUp,Female Tracking Male,NA
993,10/26/2017,FalseLog,NO,293.828,980,972,NA,Female On Log,FemDown,Female Movement,NA
993,10/26/2017,FalseLog,NO,293.828,980,972,NA,Female On Log,FemDown,Female Tracking Male,NA
993,10/26/2017,FalseLog,NO,294.089,980,972,NA,Female On Log,FemDown,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,294.589,980,972,NA,Female On Log,FemDown,Male1 BowRight,NA
993,10/26/2017,FalseLog,NO,295.339,980,972,NA,Female On Log,FemDown,Male1 BowLeft,NA
993,10/26/2017,FalseLog,NO,295.828,980,972,NA,Female On Log,FemDown,Female Looking Away,NA
993,10/26/2017,FalseLog,NO,296.828,980,972,NA,Female On Log,NA,Female Tracking Male,NA
993,10/26/2017,FalseLog,NO,302.844,980,972,NA,Female On Log,NA,Male1 ALAD,NA
993,10/26/2017,FalseLog,NO,303.327,980,972,NA,Female On Log,FemUp,Female ResponseToALAD,NA
993,10/26/2017,FalseLog,NO,303.344,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,304.578,980,972,NA,Female On Log,FemUp,Female Tracking Male,NA
993,10/26/2017,FalseLog,NO,305.327,980,972,NA,Female On Log,FemUp,Female Looking Away,NA
993,10/26/2017,FalseLog,NO,305.828,980,972,NA,Female On Log,FemUp,FemaleSwitch,NA
993,10/26/2017,FalseLog,NO,306.594,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,306.605,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,307.105,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,307.856,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,308.355,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,308.605,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,309.079,980,972,NA,Female On Log,FemUp,FemaleSwitch,NA
993,10/26/2017,FalseLog,NO,309.104,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,309.578,980,972,NA,Female On Log,FemUp,Female Looking Away,NA
993,10/26/2017,FalseLog,NO,309.605,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,309.856,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,310.856,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,311.604,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,312.105,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,312.856,980,972,NA,Female On Log,FemUp,Male1 HeadDownBowing,NA
993,10/26/2017,FalseLog,NO,313.077,980,972,NA,Female Off Log,NA,Female Off Log,NA
993,10/26/2017,FalseLog,NO,313.606,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,314.355,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,316.356,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,317.106,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,318.105,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,319.605,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,320.856,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,321.397,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,322.605,980,972,NA,Female Off Log,NA,Male1 NeckTwist,NA
993,10/26/2017,FalseLog,NO,324.354,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,327.604,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,330.604,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,333.606,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,335.855,980,972,NA,Female Off Log,NA,Male1 TafLF_Off,NA
993,10/26/2017,FalseLog,NO,339.105,980,972,NA,Female Off Log,NA,Male1 TafLF_On,NA
993,10/26/2017,FalseLog,NO,350.137,980,972,NA,Female Off Log,NA,End,NA
1008,10/26/2017,Luis,NO,0.023,296,295,NA,Female Off Log,NA,Start,
1008,10/26/2017,Luis,NO,4.602,296,295,NA,Female Off Log,NA,Male1 NeckTwist,
1008,10/26/2017,Luis,NO,5.024,296,295,NA,Female Off Log,NA,Female Looking Away,
1008,10/26/2017,Luis,NO,5.024,296,295,NA,Female On Log,FemDown,Female On Log,
1008,10/26/2017,Luis,NO,5.351,296,295,NA,Female On Log,FemDown,Male1 NeckTwist,
1008,10/26/2017,Luis,NO,6.102,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,6.603,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,7.353,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,8.103,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,8.278,296,295,NA,Female On Log,FemDown,Female Movement,
1008,10/26/2017,Luis,NO,9.102,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,9.525,296,295,NA,Female On Log,FemDown,Female Looking Away,
1008,10/26/2017,Luis,NO,9.852,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,10.602,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,10.775,296,295,NA,Female On Log,FemDown,Male1 Other Behavior,Unknown
1008,10/26/2017,Luis,NO,10.852,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,11.85,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,12.601,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,13.276,296,295,NA,Female On Log,FemDown,Female Looking Away,
1008,10/26/2017,Luis,NO,13.283,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,13.784,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,14.524,296,295,NA,Female On Log,FemDown,Female Movement,
1008,10/26/2017,Luis,NO,14.524,296,295,NA,Female On Log,FemDown,Female Tracking Male,
1008,10/26/2017,Luis,NO,14.782,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,15.524,296,295,NA,Female On Log,FemDown,Female Looking Away,
1008,10/26/2017,Luis,NO,15.533,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,16.283,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,17.285,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,17.775,296,295,NA,Female On Log,FemDown,Female Tracking Male,
1008,10/26/2017,Luis,NO,18.032,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,19.032,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,19.275,296,295,NA,Female On Log,FemDown,Female Looking Away,
1008,10/26/2017,Luis,NO,19.533,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,20.533,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,21.283,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,21.775,296,295,NA,Female On Log,FemDown,Female Tracking Male,
1008,10/26/2017,Luis,NO,21.783,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,22.782,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,23.027,296,295,NA,Female On Log,FemDown,Female Looking Away,
1008,10/26/2017,Luis,NO,23.283,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,24.024,296,295,NA,Female On Log,FemDown,Female Tracking Male,
1008,10/26/2017,Luis,NO,24.283,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,25.024,296,295,NA,Female On Log,FemDown,Female Looking Away,
1008,10/26/2017,Luis,NO,25.033,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,25.537,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,26.024,296,295,NA,Female On Log,FemDown,Female Movement,
1008,10/26/2017,Luis,NO,26.783,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,27.533,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,28.532,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,29.533,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,30.283,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,30.784,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,32.033,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,32.775,296,295,NA,Female On Log,FemDown,Female Movement,
1008,10/26/2017,Luis,NO,32.782,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,33.025,296,295,NA,Female On Log,FemDown,Female Tracking Male,
1008,10/26/2017,Luis,NO,33.525,296,295,NA,Female On Log,FemDown,Female Movement,
1008,10/26/2017,Luis,NO,33.782,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,34.283,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,35.283,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,36.274,296,295,NA,Female On Log,FemDown,Female Looking Away,
1008,10/26/2017,Luis,NO,36.283,296,295,NA,Female On Log,FemDown,Male1 BowRight,
1008,10/26/2017,Luis,NO,36.783,296,295,NA,Female On Log,FemDown,Male1 BowLeft,
1008,10/26/2017,Luis,NO,37.025,296,295,NA,Female On Log,FemDown,Female Movement,
1008,10/26/2017,Luis,NO,37.783,296,295,NA,Female On Log,FemDown,Male1 BowRight,
