UID,ObsDate,Log,Time,Total.length,Male1ID,FemID,Bird2ID,FemUpDown,Behavior,JulianWeek,OrigLength,Type,CopM,CodedBehav
23,6/24/16,First,0.209,250.02,296,NA,NA,NA,Start,25,53,Mal,Y,t
23,6/24/16,First,7.407,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,8.906,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,15.67,250.02,296,NA,NA,NA,SLAD,25,53,Mal,Y,s
23,6/24/16,First,15.919,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,16.433,250.02,296,NA,NA,NA,HdBw,25,53,Mal,Y,l
23,6/24/16,First,19.434,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,26.027,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,47.8,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,52.963,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,57.966,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,61.514,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,64.477,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,73.985,250.02,296,NA,NA,NA,ALAD,25,53,Mal,Y,a
23,6/24/16,First,75.488,250.02,296,NA,NA,NA,HdBw,25,53,Mal,Y,l
23,6/24/16,First,78.083,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,82.985,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,101.302,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,103.511,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,104.11,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,119.772,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,121.521,250.02,296,NA,NA,NA,HafB,25,53,Mal,Y,k
23,6/24/16,First,127.032,250.02,296,NA,NA,NA,ALAD,25,53,Mal,Y,a
23,6/24/16,First,128.78,250.02,296,NA,NA,NA,HdBw,25,53,Mal,Y,l
23,6/24/16,First,129.033,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,131.89,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,135.543,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,137.548,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,138.397,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,160.573,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,162.075,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,164.11,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,167.078,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,168.572,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,171.073,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,173.572,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,175.115,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,179.087,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,196.149,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,197.606,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,200.607,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,203.666,250.02,296,NA,NA,NA,Bow,25,53,Mal,Y,f
23,6/24/16,First,210.637,250.02,296,NA,NA,NA,ALAD,25,53,Mal,Y,a
23,6/24/16,First,212.616,250.02,296,NA,NA,NA,HdBw,25,53,Mal,Y,l
23,6/24/16,First,216.122,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,221.108,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,222.615,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,224.628,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,226.637,250.02,296,NA,NA,NA,OthM,25,53,Mal,Y,p
23,6/24/16,First,231.141,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,231.746,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,242.14,250.02,296,NA,NA,NA,Zro,25,53,Mal,Y,w
23,6/24/16,First,248.654,250.02,296,NA,NA,NA,End,25,53,Mal,Y,h
41,9/12/17,First,0.915,104.54,965,NA,NA,NA,Start,37,30,Mal,N,t
41,9/12/17,First,6.069,104.54,965,NA,NA,NA,Zro,37,30,Mal,N,w
41,9/12/17,First,9.657,104.54,965,NA,NA,NA,Zro,37,30,Mal,N,w
41,9/12/17,First,10.359,104.54,965,NA,NA,NA,Zro,37,30,Mal,N,w
41,9/12/17,First,17.171,104.54,965,NA,NA,NA,OthM,37,30,Mal,N,p
41,9/12/17,First,22.427,104.54,965,NA,NA,NA,OthM,37,30,Mal,N,p
41,9/12/17,First,24.177,104.54,965,NA,NA,NA,Bow,37,30,Mal,N,f
41,9/12/17,First,25.938,104.54,965,NA,NA,NA,Bow,37,30,Mal,N,f
41,9/12/17,First,28.182,104.54,965,NA,NA,NA,HafB,37,30,Mal,N,k
41,9/12/17,First,33.936,104.54,965,NA,NA,NA,SLAD,37,30,Mal,N,s
41,9/12/17,First,33.944,104.54,965,NA,NA,NA,OthM,37,30,Mal,N,p
41,9/12/17,First,35.369,104.54,965,NA,NA,NA,Zro,37,30,Mal,N,w
41,9/12/17,First,39.451,104.54,965,NA,NA,NA,Zro,37,30,Mal,N,w
41,9/12/17,First,47.451,104.54,965,NA,NA,NA,SLAD,37,30,Mal,N,s
41,9/12/17,First,47.5,104.54,965,NA,NA,NA,OthM,37,30,Mal,N,p
41,9/12/17,First,48.458,104.54,965,NA,NA,NA,Zro,37,30,Mal,N,w
41,9/12/17,First,48.7,104.54,965,NA,NA,NA,HafB,37,30,Mal,N,k
41,9/12/17,First,50.203,104.54,965,NA,NA,NA,OthM,37,30,Mal,N,p
41,9/12/17,First,51.465,104.54,965,NA,NA,NA,Zro,37,30,Mal,N,w
41,9/12/17,First,52.466,104.54,965,NA,NA,NA,OthM,37,30,Mal,N,p
41,9/12/17,First,53.96,104.54,965,NA,NA,NA,OthM,37,30,Mal,N,p
41,9/12/17,First,56.957,104.54,965,NA,NA,NA,OthM,37,30,Mal,N,p
41,9/12/17,First,58.75,104.54,965,NA,NA,NA,OthM,37,30,Mal,N,p
41,9/12/17,First,67.957,104.54,965,NA,NA,NA,SLAD,37,30,Mal,N,s
41,9/12/17,First,68.017,104.54,965,NA,NA,NA,OthM,37,30,Mal,N,p
41,9/12/17,First,72.976,104.54,965,NA,NA,NA,Bow,37,30,Mal,N,f
41,9/12/17,First,80.48,104.54,965,NA,NA,NA,ALAD,37,30,Mal,N,a
41,9/12/17,First,82.728,104.54,965,NA,NA,NA,HdBw,37,30,Mal,N,l
41,9/12/17,First,85.486,104.54,965,NA,NA,NA,Zro,37,30,Mal,N,w
41,9/12/17,First,102.265,104.54,965,NA,NA,NA,End,37,30,Mal,N,h
42,9/12/17,First,1.665,232.23,965,NA,NA,NA,Start,37,40,Mal,N,t
42,9/12/17,First,6.91,232.23,965,NA,NA,NA,OthM,37,40,Mal,N,p
42,9/12/17,First,7.43,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,24.678,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,31.434,232.23,965,NA,NA,NA,ALAD,37,40,Mal,N,a
42,9/12/17,First,33.445,232.23,965,NA,NA,NA,HdBw,37,40,Mal,N,l
42,9/12/17,First,35.436,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,41.933,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,51.959,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,54.956,232.23,965,NA,NA,NA,OthM,37,40,Mal,N,p
42,9/12/17,First,69.722,232.23,965,NA,NA,NA,SLAD,37,40,Mal,N,s
42,9/12/17,First,70.222,232.23,965,NA,NA,NA,OthM,37,40,Mal,N,p
42,9/12/17,First,71.219,232.23,965,NA,NA,NA,Bow,37,40,Mal,N,f
42,9/12/17,First,71.975,232.23,965,NA,NA,NA,Bow,37,40,Mal,N,f
42,9/12/17,First,79.24,232.23,965,NA,NA,NA,ALAD,37,40,Mal,N,a
42,9/12/17,First,80.979,232.23,965,NA,NA,NA,HdBw,37,40,Mal,N,l
42,9/12/17,First,82.984,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,92.983,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,92.983,232.23,965,NA,NA,NA,OthM,37,40,Mal,N,p
42,9/12/17,First,94.056,232.23,965,NA,NA,NA,OthM,37,40,Mal,N,p
42,9/12/17,First,96.234,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,103.007,232.23,965,NA,NA,NA,OthM,37,40,Mal,N,p
42,9/12/17,First,104.841,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,108.514,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,128.031,232.23,965,NA,NA,NA,Mix,37,40,Mal,N,n
42,9/12/17,First,128.787,232.23,965,NA,NA,NA,Bow,37,40,Mal,N,f
42,9/12/17,First,130.047,232.23,965,NA,NA,NA,Bow,37,40,Mal,N,f
42,9/12/17,First,138.546,232.23,965,NA,NA,NA,ALAD,37,40,Mal,N,a
42,9/12/17,First,140.547,232.23,965,NA,NA,NA,HdBw,37,40,Mal,N,l
42,9/12/17,First,143.542,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,147.793,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,164.807,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,194.098,232.23,965,NA,NA,NA,SLAD,37,40,Mal,N,s
42,9/12/17,First,194.6,232.23,965,NA,NA,NA,OthM,37,40,Mal,N,p
42,9/12/17,First,197.608,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,207.61,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,218.367,232.23,965,NA,NA,NA,ALAD,37,40,Mal,N,a
42,9/12/17,First,220.614,232.23,965,NA,NA,NA,HdBw,37,40,Mal,N,l
42,9/12/17,First,222.125,232.23,965,NA,NA,NA,Zro,37,40,Mal,N,w
42,9/12/17,First,229.382,232.23,965,NA,NA,NA,End,37,40,Mal,N,h
44,9/12/17,Luis,0.411,121.12,296,NA,NA,NA,Start,37,25,Mal,Y,t
44,9/12/17,Luis,5.659,121.12,296,NA,NA,NA,Zro,37,25,Mal,Y,w
44,9/12/17,Luis,18.935,121.12,296,NA,NA,NA,Zro,37,25,Mal,Y,w
44,9/12/17,Luis,20.433,121.12,296,NA,NA,NA,Zro,37,25,Mal,Y,w
44,9/12/17,Luis,32.935,121.12,296,NA,NA,NA,Swtc,37,25,Mal,Y,u
44,9/12/17,Luis,33.93,121.12,296,NA,NA,NA,Swtc,37,25,Mal,Y,u
44,9/12/17,Luis,34.935,121.12,296,NA,NA,NA,Swtc,37,25,Mal,Y,u
44,9/12/17,Luis,35.682,121.12,296,NA,NA,NA,Bow,37,25,Mal,Y,f
44,9/12/17,Luis,37.191,121.12,296,NA,NA,NA,Swtc,37,25,Mal,Y,u
44,9/12/17,Luis,38.189,121.12,296,NA,NA,NA,Swtc,37,25,Mal,Y,u
44,9/12/17,Luis,38.952,121.12,296,NA,NA,NA,Swtc,37,25,Mal,Y,u
44,9/12/17,Luis,39.942,121.12,296,NA,NA,NA,Bow,37,25,Mal,Y,f
44,9/12/17,Luis,46.957,121.12,296,NA,NA,NA,ALAD,37,25,Mal,Y,a
44,9/12/17,Luis,48.955,121.12,296,NA,NA,NA,HdBw,37,25,Mal,Y,l
44,9/12/17,Luis,53.453,121.12,296,NA,NA,NA,Zro,37,25,Mal,Y,w
44,9/12/17,Luis,58.707,121.12,296,NA,NA,NA,Zro,37,25,Mal,Y,w
44,9/12/17,Luis,58.802,121.12,296,NA,NA,NA,Zro,37,25,Mal,Y,w
44,9/12/17,Luis,65.107,121.12,296,NA,NA,NA,Zro,37,25,Mal,Y,w
44,9/12/17,Luis,86.498,121.12,296,NA,NA,NA,Bow,37,25,Mal,Y,f
44,9/12/17,Luis,86.93,121.12,296,NA,NA,NA,Zro,37,25,Mal,Y,w
44,9/12/17,Luis,105.997,121.12,296,NA,NA,NA,ALAD,37,25,Mal,Y,a
44,9/12/17,Luis,107.996,121.12,296,NA,NA,NA,HdBw,37,25,Mal,Y,l
44,9/12/17,Luis,108.763,121.12,296,NA,NA,NA,Zro,37,25,Mal,Y,w
44,9/12/17,Luis,113.491,121.12,296,NA,NA,NA,Zro,37,25,Mal,Y,w
44,9/12/17,Luis,118.749,121.12,296,NA,NA,NA,End,37,25,Mal,Y,h
110,9/18/17,CR,0.658,121.05,8000,NA,NA,NA,Start,38,34,Mal,N,t
110,9/18/17,CR,5.331,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,9.916,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,12.163,121.05,8000,NA,NA,NA,Bow,38,34,Mal,N,f
110,9/18/17,CR,18.675,121.05,8000,NA,NA,NA,ALAD,38,34,Mal,N,a
110,9/18/17,CR,20.423,121.05,8000,NA,NA,NA,HdBw,38,34,Mal,N,l
110,9/18/17,CR,23.173,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,27.427,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,27.991,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,33.182,121.05,8000,NA,NA,NA,Bow,38,34,Mal,N,f
110,9/18/17,CR,34.435,121.05,8000,NA,NA,NA,OthM,38,34,Mal,N,p
110,9/18/17,CR,37.19,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,45.201,121.05,8000,NA,NA,NA,ALAD,38,34,Mal,N,a
110,9/18/17,CR,47.202,121.05,8000,NA,NA,NA,HdBw,38,34,Mal,N,l
110,9/18/17,CR,52.198,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,53.952,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,54.165,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,57.946,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,59.448,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,61.702,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,70.472,121.05,8000,NA,NA,NA,ALAD,38,34,Mal,N,a
110,9/18/17,CR,73.729,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,74.401,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,85.478,121.05,8000,NA,NA,NA,ALAD,38,34,Mal,N,a
110,9/18/17,CR,86.992,121.05,8000,NA,NA,NA,HdBw,38,34,Mal,N,l
110,9/18/17,CR,87.493,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,94.74,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,103.997,121.05,8000,NA,NA,NA,SLAD,38,34,Mal,N,s
110,9/18/17,CR,104.248,121.05,8000,NA,NA,NA,OthM,38,34,Mal,N,p
110,9/18/17,CR,104.76,121.05,8000,NA,NA,NA,HdBw,38,34,Mal,N,l
110,9/18/17,CR,109.508,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,111.016,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,115.276,121.05,8000,NA,NA,NA,Zro,38,34,Mal,N,w
110,9/18/17,CR,118.509,121.05,8000,NA,NA,NA,End,38,34,Mal,N,h
157,9/20/17,CR,1.164,138.17,8000,NA,NA,NA,Start,38,30,Mal,N,t
157,9/20/17,CR,5.413,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,6.085,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,22.173,138.17,8000,NA,NA,NA,Bow,38,30,Mal,N,f
157,9/20/17,CR,26.935,138.17,8000,NA,NA,NA,Bow,38,30,Mal,N,f
157,9/20/17,CR,33.935,138.17,8000,NA,NA,NA,ALAD,38,30,Mal,N,a
157,9/20/17,CR,36.197,138.17,8000,NA,NA,NA,HdBw,38,30,Mal,N,l
157,9/20/17,CR,37.896,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,53.208,138.17,8000,NA,NA,NA,SLAD,38,30,Mal,N,s
157,9/20/17,CR,53.452,138.17,8000,NA,NA,NA,OthM,38,30,Mal,N,p
157,9/20/17,CR,54.955,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,67.3,138.17,8000,NA,NA,NA,SLAD,38,30,Mal,N,s
157,9/20/17,CR,67.47,138.17,8000,NA,NA,NA,OthM,38,30,Mal,N,p
157,9/20/17,CR,68.732,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,70.472,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,75.238,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,82.487,138.17,8000,NA,NA,NA,ALAD,38,30,Mal,N,a
157,9/20/17,CR,83.485,138.17,8000,NA,NA,NA,OthM,38,30,Mal,N,p
157,9/20/17,CR,84.747,138.17,8000,NA,NA,NA,OthM,38,30,Mal,N,p
157,9/20/17,CR,86.239,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,98.01,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,100.751,138.17,8000,NA,NA,NA,Bow,38,30,Mal,N,f
157,9/20/17,CR,108.264,138.17,8000,NA,NA,NA,ALAD,38,30,Mal,N,a
157,9/20/17,CR,110.264,138.17,8000,NA,NA,NA,HdBw,38,30,Mal,N,l
157,9/20/17,CR,112.168,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,120.264,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,121.525,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,126.764,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,128.904,138.17,8000,NA,NA,NA,Zro,38,30,Mal,N,w
157,9/20/17,CR,136.26,138.17,8000,NA,NA,NA,End,38,30,Mal,N,h
213,7/22/16,Luis,0.164,518.02,8000,NA,NA,NA,Start,29,91,Mal,N,t
213,7/22/16,Luis,4.155,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,13.919,518.02,8000,NA,NA,NA,SLAD,29,91,Mal,N,s
213,7/22/16,Luis,14.162,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,28.169,518.02,8000,NA,NA,NA,SLAD,29,91,Mal,N,s
213,7/22/16,Luis,28.415,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,29.671,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,40.917,518.02,8000,NA,NA,NA,SLAD,29,91,Mal,N,s
213,7/22/16,Luis,41.41,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,43.967,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,46.931,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,49.168,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,51.951,518.02,8000,NA,NA,NA,HafB,29,91,Mal,N,k
213,7/22/16,Luis,58.961,518.02,8000,NA,NA,NA,ALAD,29,91,Mal,N,a
213,7/22/16,Luis,60.962,518.02,8000,NA,NA,NA,HdBw,29,91,Mal,N,l
213,7/22/16,Luis,62.269,518.02,8000,NA,NA,NA,HdBw,29,91,Mal,N,l
213,7/22/16,Luis,64.298,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,69.713,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,78.984,518.02,8000,NA,NA,NA,SLAD,29,91,Mal,N,s
213,7/22/16,Luis,79.233,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,80.527,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,82.481,518.02,8000,NA,NA,NA,Bow,29,91,Mal,N,f
213,7/22/16,Luis,99.991,518.02,8000,NA,NA,NA,ALAD,29,91,Mal,N,a
213,7/22/16,Luis,101.737,518.02,8000,NA,NA,NA,HdBw,29,91,Mal,N,l
213,7/22/16,Luis,103.031,518.02,8000,NA,NA,NA,HdBw,29,91,Mal,N,l
213,7/22/16,Luis,105.245,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,106.235,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,117.189,518.02,8000,NA,NA,NA,SLAD,29,91,Mal,N,s
213,7/22/16,Luis,121.031,518.02,8000,NA,NA,NA,Bow,29,91,Mal,N,f
213,7/22/16,Luis,122.279,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,125.528,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,127.027,518.02,8000,NA,NA,NA,Bow,29,91,Mal,N,f
213,7/22/16,Luis,128.828,518.02,8000,NA,NA,NA,Bow,29,91,Mal,N,f
213,7/22/16,Luis,136.287,518.02,8000,NA,NA,NA,ALAD,29,91,Mal,N,a
213,7/22/16,Luis,138.795,518.02,8000,NA,NA,NA,HdBw,29,91,Mal,N,l
213,7/22/16,Luis,143.116,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,145.787,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,167.815,518.02,8000,NA,NA,NA,SLAD,29,91,Mal,N,s
213,7/22/16,Luis,168.357,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,168.814,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,170.31,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,174.314,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,175.81,518.02,8000,NA,NA,NA,Bow,29,91,Mal,N,f
213,7/22/16,Luis,177.106,518.02,8000,NA,NA,NA,Bow,29,91,Mal,N,f
213,7/22/16,Luis,179.815,518.02,8000,NA,NA,NA,Bow,29,91,Mal,N,f
213,7/22/16,Luis,186.558,518.02,8000,NA,NA,NA,ALAD,29,91,Mal,N,a
213,7/22/16,Luis,188.308,518.02,8000,NA,NA,NA,HdBw,29,91,Mal,N,l
213,7/22/16,Luis,189.342,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,190.821,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,197.848,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,220.862,518.02,8000,NA,NA,NA,SLAD,29,91,Mal,N,s
213,7/22/16,Luis,227.611,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,228.109,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,228.367,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,229.405,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,241.61,518.02,8000,NA,NA,NA,ALAD,29,91,Mal,N,a
213,7/22/16,Luis,248.605,518.02,8000,NA,NA,NA,HdBw,29,91,Mal,N,l
213,7/22/16,Luis,248.862,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,257.868,518.02,8000,NA,NA,NA,SLAD,29,91,Mal,N,s
213,7/22/16,Luis,281.911,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,282.412,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,283.913,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,285.164,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,303.929,518.02,8000,NA,NA,NA,SLAD,29,91,Mal,N,s
213,7/22/16,Luis,310.214,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,310.964,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,312.212,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,315.27,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,319.716,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,336.726,518.02,8000,NA,NA,NA,ALAD,29,91,Mal,N,a
213,7/22/16,Luis,345.73,518.02,8000,NA,NA,NA,HdBw,29,91,Mal,N,l
213,7/22/16,Luis,345.988,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,349.483,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,357.729,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,420.139,518.02,8000,NA,NA,NA,ALAD,29,91,Mal,N,a
213,7/22/16,Luis,426.329,518.02,8000,NA,NA,NA,HdBw,29,91,Mal,N,l
213,7/22/16,Luis,427.074,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,427.575,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,435.074,518.02,8000,NA,NA,NA,ALAD,29,91,Mal,N,a
213,7/22/16,Luis,442.356,518.02,8000,NA,NA,NA,HdBw,29,91,Mal,N,l
213,7/22/16,Luis,442.846,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
213,7/22/16,Luis,451.101,518.02,8000,NA,NA,NA,SLAD,29,91,Mal,N,s
213,7/22/16,Luis,467.118,518.02,8000,NA,NA,NA,OthM,29,91,Mal,N,p
213,7/22/16,Luis,467.617,518.02,8000,NA,NA,NA,Zro,29,91,Mal,N,w
