UID,Category,maleID,femID,b2ID,hasFemOn,hasFemAction,hasAttCop,hasCop,hasMaleFem,hasB2Action,hasMaleB2
2112,AUDI,112,289,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2116,AUDI,296,8400,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2117,AUDI,296,8300,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
5000,AUDI,940,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5001,MULT,291,,8000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5002,AUDI,965,8200,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5003,AUDI,940,988,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5004,AUDI,940,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5005,COP,940,8300,,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
5006,MULT,965,,8000,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
5007,MULT,965,,980,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
5008,MULT,965,,980,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
5009,MULT,965,,980,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
5010,AUDI,8000,292,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5011,AUDI,8000,294,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5012,AUDI,8000,294,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5013,AUDI,8000,295,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5014,AUDI,978,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5015,AUDI,978,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5016,AUDI,978,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5017,MULT,982,,965,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
5019,MULT,978,,980,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
5020,AUDI,978,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5021,AUDI,978,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5022,AUDI,978,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5023,AUDI,978,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5024,AUDI,980,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5025,AUDI,980,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
5026,AUDI,980,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1358-1,SOLO,296,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1362-1,SOLO,299,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946-1949,SOLO,112,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
247-1,SOLO,980,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
365-1,SOLO,980,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
388-1,SOLO,296,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
388-2,SOLO,296,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
405-1,SOLO,965,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
408-1,SOLO,965,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
438-1,SOLO,948,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
439-1,AUDI,948,981,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
743-746,SOLO,980,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5503,SOLO,940,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5504,SOLO,940,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5505,SOLO,940,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5506,SOLO,940,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5507,SOLO,940,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5508,SOLO,940,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5509,SOLO,940,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5501-2,AUDI,940,8200,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
