UID,Category,maleID,femID,b2ID,hasFemOn,hasFemAction,hasAttCop,hasCop,hasMaleFem,hasB2Action,hasMaleB2
2071,AUDI,296,8300,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2072,SOLO,296,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2075,SOLO,980,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2076,SOLO,980,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2079,SOLO,980,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2080,MULT,980,8200,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
2082,AUDI,112,289,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2088,AUDI,296,8400,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2089,AUDI,296,8200,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2092,SOLO,296,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2094,SOLO,296,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2095,SOLO,296,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2098,AUDI,980,8400,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2102,AUDI,980,8300,8300,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2104,SOLO,980,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2105,SOLO,980,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2111,AUDI,112,289,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
